Universidad,Curso,Genero,Valor
León, "2016-2017", Total, 464
León, "2016-2017", Mujeres, 84
León, "2015-2016", Total, 511
León, "2015-2016", Mujeres, 92
León, "2014-2015", Total, 553
León, "2014-2015", Mujeres, 101
León, "2013-2014", Total, 554
León, "2013-2014", Mujeres, 104
León, "2012-2013", Total, 486
León, "2012-2013", Mujeres, 99
León, "2011-2012", Total, 433
León, "2011-2012", Mujeres, 82
León, "2010-2011", Total, 388
León, "2010-2011", Mujeres, 72
León, "2009-2010", Total, 425
León, "2009-2010", Mujeres, 78
León, "2008-2009", Total, 459
León, "2008-2009", Mujeres, 98
León, "2007-2008", Total, 518
León, "2007-2008", Mujeres, 117
León, "2006-2007", Total, 545
León, "2006-2007", Mujeres, 124
León, "2005-2006", Total, 573
León, "2005-2006", Mujeres, 135
León, "2004-2005", Total, 619
León, "2004-2005", Mujeres, 138
León, "2003-2004", Total, 905
León, "2003-2004", Mujeres, 203
León, "2002-2003", Total, 798
León, "2002-2003", Mujeres, 181
León, "2001-2002", Total, 648
León, "2001-2002", Mujeres, 141
León, "2000-2001", Total, 443
León, "2000-2001", Mujeres, 95
León, "1999-2000", Total, 332
León, "1999-2000", Mujeres, 72
León, "1998-1999", Total, 218
León, "1998-1999", Mujeres, 54
León, "1997-1998", Total, 99
León, "1997-1998", Mujeres, 20
Lleida, "2016-2017", Total, 231
Lleida, "2016-2017", Mujeres, 12
Lleida, "2015-2016", Total, 210
Lleida, "2015-2016", Mujeres, 16
Lleida, "2014-2015", Total, 210
Lleida, "2014-2015", Mujeres, 18
Lleida, "2013-2014", Total, 299
Lleida, "2013-2014", Mujeres, 34
Lleida, "2012-2013", Total, 284
Lleida, "2012-2013", Mujeres, 30
Lleida, "2011-2012", Total, 286
Lleida, "2011-2012", Mujeres, 29
Lleida, "2010-2011", Total, 325
Lleida, "2010-2011", Mujeres, 37
Lleida, "2009-2010", Total, 346
Lleida, "2009-2010", Mujeres, 45
Lleida, "2008-2009", Total, 384
Lleida, "2008-2009", Mujeres, 60
Lleida, "2007-2008", Total, 442
Lleida, "2007-2008", Mujeres, 70
Lleida, "2006-2007", Total, 532
Lleida, "2006-2007", Mujeres, 86
Lleida, "2005-2006", Total, 598
Lleida, "2005-2006", Mujeres, 97
Lleida, "2004-2005", Total, 655
Lleida, "2004-2005", Mujeres, 121
Lleida, "2003-2004", Total, 640
Lleida, "2003-2004", Mujeres, 117
Lleida, "2002-2003", Total, 610
Lleida, "2002-2003", Mujeres, 114
Lleida, "2001-2002", Total, 653
Lleida, "2001-2002", Mujeres, 144
Lleida, "2000-2001", Total, 628
Lleida, "2000-2001", Mujeres, 132
Lleida, "1999-2000", Total, 604
Lleida, "1999-2000", Mujeres, 122
Lleida, "1998-1999", Total, 599
Lleida, "1998-1999", Mujeres, 120
Lleida, "1997-1998", Total, 554
Lleida, "1997-1998", Mujeres, 119
Lleida, "1996-1997", Total, 517
Lleida, "1996-1997", Mujeres, 106
Lleida, "1995-1996", Total, 485
Lleida, "1995-1996", Mujeres, 97
Lleida, "1994-1995", Total, 368
Lleida, "1994-1995", Mujeres, 87
Lleida, "1993-1994", Total, 403
Lleida, "1993-1994", Mujeres, 77
Lleida, "1992-1993", Total, 305
Lleida, "1992-1993", Mujeres, 60
Miguel Hernández de Elche, "2016-2017", Total, 205
Miguel Hernández de Elche, "2016-2017", Mujeres, 21
Miguel Hernández de Elche, "2015-2016", Total, 168
Miguel Hernández de Elche, "2015-2016", Mujeres, 19
Miguel Hernández de Elche, "2014-2015", Total, 212
Miguel Hernández de Elche, "2014-2015", Mujeres, 26
Miguel Hernández de Elche, "2013-2014", Total, 222
Miguel Hernández de Elche, "2013-2014", Mujeres, 26
Miguel Hernández de Elche, "2012-2013", Total, 174
Miguel Hernández de Elche, "2012-2013", Mujeres, 16
Miguel Hernández de Elche, "2011-2012", Total, 145
Miguel Hernández de Elche, "2011-2012", Mujeres, 15
Miguel Hernández de Elche, "2010-2011", Total, 148
Miguel Hernández de Elche, "2010-2011", Mujeres, 21
Miguel Hernández de Elche, "2009-2010", Total, 149
Miguel Hernández de Elche, "2009-2010", Mujeres, 22
Miguel Hernández de Elche, "2008-2009", Total, 163
Miguel Hernández de Elche, "2008-2009", Mujeres, 31
Miguel Hernández de Elche, "2007-2008", Total, 159
Miguel Hernández de Elche, "2007-2008", Mujeres, 32
Miguel Hernández de Elche, "2006-2007", Total, 157
Miguel Hernández de Elche, "2006-2007", Mujeres, 36
Miguel Hernández de Elche, "2005-2006", Total, 154
Miguel Hernández de Elche, "2005-2006", Mujeres, 32
Miguel Hernández de Elche, "2004-2005", Total, 153
Miguel Hernández de Elche, "2004-2005", Mujeres, 31
Miguel Hernández de Elche, "2003-2004", Total, 140
Miguel Hernández de Elche, "2003-2004", Mujeres, 30
Miguel Hernández de Elche, "2002-2003", Total, 120
Miguel Hernández de Elche, "2002-2003", Mujeres, 23
Miguel Hernández de Elche, "2001-2002", Total, 77
Miguel Hernández de Elche, "2001-2002", Mujeres, 17
Murcia, "2016-2017", Total, 868
Murcia, "2016-2017", Mujeres, 87
Murcia, "2015-2016", Total, 777
Murcia, "2015-2016", Mujeres, 73
Murcia, "2014-2015", Total, 766
Murcia, "2014-2015", Mujeres, 87
Murcia, "2013-2014", Total, 772
Murcia, "2013-2014", Mujeres, 87
Murcia, "2012-2013", Total, 886
Murcia, "2012-2013", Mujeres, 96
Murcia, "2011-2012", Total, 957
Murcia, "2011-2012", Mujeres, 132
Murcia, "2010-2011", Total, 1013
Murcia, "2010-2011", Mujeres, 137
Murcia, "2009-2010", Total, 1068
Murcia, "2009-2010", Mujeres, 162
Murcia, "2008-2009", Total, 1183
Murcia, "2008-2009", Mujeres, 184
Murcia, "2007-2008", Total, 1293
Murcia, "2007-2008", Mujeres, 200
Murcia, "2006-2007", Total, 1478
Murcia, "2006-2007", Mujeres, 228
Murcia, "2005-2006", Total, 1622
Murcia, "2005-2006", Mujeres, 269
Murcia, "2004-2005", Total, 1758
Murcia, "2004-2005", Mujeres, 289
Murcia, "2003-2004", Total, 1777
Murcia, "2003-2004", Mujeres, 296
Murcia, "2002-2003", Total, 1726
Murcia, "2002-2003", Mujeres, 304
Murcia, "2001-2002", Total, 1626
Murcia, "2001-2002", Mujeres, 314
Murcia, "2000-2001", Total, 1560
Murcia, "2000-2001", Mujeres, 271
Murcia, "1999-2000", Total, 1446
Murcia, "1999-2000", Mujeres, 231
Murcia, "1998-1999", Total, 1371
Murcia, "1998-1999", Mujeres, 224
Murcia, "1997-1998", Total, 1337
Murcia, "1997-1998", Mujeres, 239
Murcia, "1996-1997", Total, 1174
Murcia, "1996-1997", Mujeres, 233
Murcia, "1995-1996", Total, 913
Murcia, "1995-1996", Mujeres, 168
Murcia, "1994-1995", Total, 776
Murcia, "1994-1995", Mujeres, 152
Murcia, "1993-1994", Total, 698
Murcia, "1993-1994", Mujeres, 144
Murcia, "1992-1993", Total, 625
Murcia, "1992-1993", Mujeres, 128
Murcia, "1991-1992", Total, 608
Murcia, "1991-1992", Mujeres, 140
Murcia, "1990-1991", Total, 385
Murcia, "1990-1991", Mujeres, 85
Murcia, "1989-1990", Total, 399
Murcia, "1989-1990", Mujeres, 84
Murcia, "1988-1989", Total, 351
Murcia, "1988-1989", Mujeres, 78
Murcia, "1987-1988", Total, 397
Murcia, "1987-1988", Mujeres, 97
Murcia, "1986-1987", Total, 391
Murcia, "1986-1987", Mujeres, 108
Málaga, "2016-2017", Total, 778
Málaga, "2016-2017", Mujeres, 68
Málaga, "2015-2016", Total, 1050
Málaga, "2015-2016", Mujeres, 128
Málaga, "2014-2015", Total, 924
Málaga, "2014-2015", Mujeres, 112
Málaga, "2013-2014", Total, 932
Málaga, "2013-2014", Mujeres, 105
Málaga, "2012-2013", Total, 1014
Málaga, "2012-2013", Mujeres, 123
Málaga, "2011-2012", Total, 1175
Málaga, "2011-2012", Mujeres, 146
Málaga, "2010-2011", Total, 1216
Málaga, "2010-2011", Mujeres, 160
Málaga, "2009-2010", Total, 1541
Málaga, "2009-2010", Mujeres, 223
Málaga, "2008-2009", Total, 1567
Málaga, "2008-2009", Mujeres, 238
Málaga, "2007-2008", Total, 1769
Málaga, "2007-2008", Mujeres, 283
Málaga, "2006-2007", Total, 2017
Málaga, "2006-2007", Mujeres, 311
Málaga, "2005-2006", Total, 2264
Málaga, "2005-2006", Mujeres, 336
Málaga, "2004-2005", Total, 2537
Málaga, "2004-2005", Mujeres, 377
Málaga, "2003-2004", Total, 2810
Málaga, "2003-2004", Mujeres, 416
Málaga, "2002-2003", Total, 3019
Málaga, "2002-2003", Mujeres, 437
Málaga, "2001-2002", Total, 3190
Málaga, "2001-2002", Mujeres, 463
Málaga, "2000-2001", Total, 3189
Málaga, "2000-2001", Mujeres, 432
Málaga, "1999-2000", Total, 3128
Málaga, "1999-2000", Mujeres, 444
Málaga, "1998-1999", Total, 2850
Málaga, "1998-1999", Mujeres, 396
Málaga, "1997-1998", Total, 3077
Málaga, "1997-1998", Mujeres, 496
Málaga, "1996-1997", Total, 2944
Málaga, "1996-1997", Mujeres, 506
Málaga, "1995-1996", Total, 2773
Málaga, "1995-1996", Mujeres, 525
Málaga, "1994-1995", Total, 2381
Málaga, "1994-1995", Mujeres, 499
Málaga, "1993-1994", Total, 2191
Málaga, "1993-1994", Mujeres, 470
Málaga, "1992-1993", Total, 2077
Málaga, "1992-1993", Mujeres, 466
Málaga, "1991-1992", Total, 1716
Málaga, "1991-1992", Mujeres, 425
Málaga, "1990-1991", Total, 1916
Málaga, "1990-1991", Mujeres, 467
Málaga, "1989-1990", Total, 1215
Málaga, "1989-1990", Mujeres, 311
Málaga, "1988-1989", Total, 1640
Málaga, "1988-1989", Mujeres, 432
Málaga, "1987-1988", Total, 1130
Málaga, "1987-1988", Mujeres, 474
Málaga, "1986-1987", Total, 860
Málaga, "1986-1987", Mujeres, 213
Málaga, "1985-1986", Total, 694
Málaga, "1985-1986", Mujeres, 260
Oviedo, "2016-2017", Total, 916
Oviedo, "2016-2017", Mujeres, 148
Oviedo, "2015-2016", Total, 1005
Oviedo, "2015-2016", Mujeres, 186
Oviedo, "2014-2015", Total, 906
Oviedo, "2014-2015", Mujeres, 163
Oviedo, "2013-2014", Total, 917
Oviedo, "2013-2014", Mujeres, 168
Oviedo, "2012-2013", Total, 957
Oviedo, "2012-2013", Mujeres, 196
Oviedo, "2011-2012", Total, 988
Oviedo, "2011-2012", Mujeres, 201
Oviedo, "2010-2011", Total, 1091
Oviedo, "2010-2011", Mujeres, 222
Oviedo, "2009-2010", Total, 1257
Oviedo, "2009-2010", Mujeres, 272
Oviedo, "2008-2009", Total, 1443
Oviedo, "2008-2009", Mujeres, 312
Oviedo, "2007-2008", Total, 1694
Oviedo, "2007-2008", Mujeres, 373
Oviedo, "2006-2007", Total, 2119
Oviedo, "2006-2007", Mujeres, 503
Oviedo, "2005-2006", Total, 2473
Oviedo, "2005-2006", Mujeres, 610
Oviedo, "2004-2005", Total, 2722
Oviedo, "2004-2005", Mujeres, 691
Oviedo, "2003-2004", Total, 2907
Oviedo, "2003-2004", Mujeres, 739
Oviedo, "2002-2003", Total, 2980
Oviedo, "2002-2003", Mujeres, 779
Oviedo, "2001-2002", Total, 2847
Oviedo, "2001-2002", Mujeres, 772
Oviedo, "2000-2001", Total, 2680
Oviedo, "2000-2001", Mujeres, 710
Oviedo, "1999-2000", Total, 2789
Oviedo, "1999-2000", Mujeres, 734
Oviedo, "1998-1999", Total, 2756
Oviedo, "1998-1999", Mujeres, 721
Oviedo, "1997-1998", Total, 2633
Oviedo, "1997-1998", Mujeres, 721
Oviedo, "1996-1997", Total, 2532
Oviedo, "1996-1997", Mujeres, 706
Oviedo, "1995-1996", Total, 2481
Oviedo, "1995-1996", Mujeres, 713
Oviedo, "1994-1995", Total, 2378
Oviedo, "1994-1995", Mujeres, 707
Oviedo, "1993-1994", Total, 2199
Oviedo, "1993-1994", Mujeres, 671
Oviedo, "1992-1993", Total, 1990
Oviedo, "1992-1993", Mujeres, 645
Oviedo, "1991-1992", Total, 1924
Oviedo, "1991-1992", Mujeres, 633
Oviedo, "1990-1991", Total, 1723
Oviedo, "1990-1991", Mujeres, 579
Oviedo, "1989-1990", Total, 1616
Oviedo, "1989-1990", Mujeres, 665
Oviedo, "1988-1989", Total, 1517
Oviedo, "1988-1989", Mujeres, 546
Oviedo, "1987-1988", Total, 1418
Oviedo, "1987-1988", Mujeres, 520
Oviedo, "1986-1987", Total, 1177
Oviedo, "1986-1987", Mujeres, 444
Oviedo, "1985-1986", Total, 935
Oviedo, "1985-1986", Mujeres, 356
Pablo de Olavide, "2016-2017", Total, 207
Pablo de Olavide, "2016-2017", Mujeres, 22
Pablo de Olavide, "2015-2016", Total, 188
Pablo de Olavide, "2015-2016", Mujeres, 19
Pablo de Olavide, "2014-2015", Total, 187
Pablo de Olavide, "2014-2015", Mujeres, 27
Pablo de Olavide, "2013-2014", Total, 186
Pablo de Olavide, "2013-2014", Mujeres, 18
Pablo de Olavide, "2012-2013", Total, 188
Pablo de Olavide, "2012-2013", Mujeres, 20
Pablo de Olavide, "2011-2012", Total, 235
Pablo de Olavide, "2011-2012", Mujeres, 24
Pablo de Olavide, "2010-2011", Total, 232
Pablo de Olavide, "2010-2011", Mujeres, 19
Pablo de Olavide, "2008-2009", Total, 174
Pablo de Olavide, "2008-2009", Mujeres, 21
Pablo de Olavide, "2007-2008", Total, 155
Pablo de Olavide, "2007-2008", Mujeres, 17
Pablo de Olavide, "2006-2007", Total, 102
Pablo de Olavide, "2006-2007", Mujeres, 9
Pablo de Olavide, "2005-2006", Total, 59
Pablo de Olavide, "2005-2006", Mujeres, 8
País Vasco/Euskal Herriko Unibertsitatea, "2016-2017", Total, 1005
País Vasco/Euskal Herriko Unibertsitatea, "2016-2017", Mujeres, 145
País Vasco/Euskal Herriko Unibertsitatea, "2015-2016", Total, 1004
País Vasco/Euskal Herriko Unibertsitatea, "2015-2016", Mujeres, 146
País Vasco/Euskal Herriko Unibertsitatea, "2014-2015", Total, 1012
País Vasco/Euskal Herriko Unibertsitatea, "2014-2015", Mujeres, 162
País Vasco/Euskal Herriko Unibertsitatea, "2013-2014", Total, 1090
País Vasco/Euskal Herriko Unibertsitatea, "2013-2014", Mujeres, 202
País Vasco/Euskal Herriko Unibertsitatea, "2012-2013", Total, 1087
País Vasco/Euskal Herriko Unibertsitatea, "2012-2013", Mujeres, 217
País Vasco/Euskal Herriko Unibertsitatea, "2011-2012", Total, 1154
País Vasco/Euskal Herriko Unibertsitatea, "2011-2012", Mujeres, 247
País Vasco/Euskal Herriko Unibertsitatea, "2010-2011", Total, 1208
País Vasco/Euskal Herriko Unibertsitatea, "2010-2011", Mujeres, 262
País Vasco/Euskal Herriko Unibertsitatea, "2009-2010", Total, 1181
País Vasco/Euskal Herriko Unibertsitatea, "2009-2010", Mujeres, 270
País Vasco/Euskal Herriko Unibertsitatea, "2008-2009", Total, 1471
País Vasco/Euskal Herriko Unibertsitatea, "2008-2009", Mujeres, 352
País Vasco/Euskal Herriko Unibertsitatea, "2007-2008", Total, 1604
País Vasco/Euskal Herriko Unibertsitatea, "2007-2008", Mujeres, 405
País Vasco/Euskal Herriko Unibertsitatea, "2006-2007", Total, 1779
País Vasco/Euskal Herriko Unibertsitatea, "2006-2007", Mujeres, 457
País Vasco/Euskal Herriko Unibertsitatea, "2005-2006", Total, 1919
País Vasco/Euskal Herriko Unibertsitatea, "2005-2006", Mujeres, 517
País Vasco/Euskal Herriko Unibertsitatea, "2004-2005", Total, 2001
País Vasco/Euskal Herriko Unibertsitatea, "2004-2005", Mujeres, 523
País Vasco/Euskal Herriko Unibertsitatea, "2003-2004", Total, 1921
País Vasco/Euskal Herriko Unibertsitatea, "2003-2004", Mujeres, 522
País Vasco/Euskal Herriko Unibertsitatea, "2002-2003", Total, 1828
País Vasco/Euskal Herriko Unibertsitatea, "2002-2003", Mujeres, 493
País Vasco/Euskal Herriko Unibertsitatea, "2001-2002", Total, 1648
País Vasco/Euskal Herriko Unibertsitatea, "2001-2002", Mujeres, 437
País Vasco/Euskal Herriko Unibertsitatea, "2000-2001", Total, 1556
País Vasco/Euskal Herriko Unibertsitatea, "2000-2001", Mujeres, 396
País Vasco/Euskal Herriko Unibertsitatea, "1999-2000", Total, 1539
País Vasco/Euskal Herriko Unibertsitatea, "1999-2000", Mujeres, 410
País Vasco/Euskal Herriko Unibertsitatea, "1998-1999", Total, 1453
País Vasco/Euskal Herriko Unibertsitatea, "1998-1999", Mujeres, 389
País Vasco/Euskal Herriko Unibertsitatea, "1997-1998", Total, 1463
País Vasco/Euskal Herriko Unibertsitatea, "1997-1998", Mujeres, 381
País Vasco/Euskal Herriko Unibertsitatea, "1996-1997", Total, 1347
País Vasco/Euskal Herriko Unibertsitatea, "1996-1997", Mujeres, 368
País Vasco/Euskal Herriko Unibertsitatea, "1995-1996", Total, 1261
País Vasco/Euskal Herriko Unibertsitatea, "1995-1996", Mujeres, 368
País Vasco/Euskal Herriko Unibertsitatea, "1994-1995", Total, 1177
País Vasco/Euskal Herriko Unibertsitatea, "1994-1995", Mujeres, 363
País Vasco/Euskal Herriko Unibertsitatea, "1993-1994", Total, 1150
País Vasco/Euskal Herriko Unibertsitatea, "1993-1994", Mujeres, 357
País Vasco/Euskal Herriko Unibertsitatea, "1992-1993", Total, 1200
País Vasco/Euskal Herriko Unibertsitatea, "1992-1993", Mujeres, 393
País Vasco/Euskal Herriko Unibertsitatea, "1991-1992", Total, 1250
País Vasco/Euskal Herriko Unibertsitatea, "1991-1992", Mujeres, 426
País Vasco/Euskal Herriko Unibertsitatea, "1990-1991", Total, 1226
País Vasco/Euskal Herriko Unibertsitatea, "1990-1991", Mujeres, 436
País Vasco/Euskal Herriko Unibertsitatea, "1989-1990", Total, 1224
País Vasco/Euskal Herriko Unibertsitatea, "1989-1990", Mujeres, 442
País Vasco/Euskal Herriko Unibertsitatea, "1988-1989", Total, 1261
País Vasco/Euskal Herriko Unibertsitatea, "1988-1989", Mujeres, 473
País Vasco/Euskal Herriko Unibertsitatea, "1987-1988", Total, 1256
País Vasco/Euskal Herriko Unibertsitatea, "1987-1988", Mujeres, 492
País Vasco/Euskal Herriko Unibertsitatea, "1986-1987", Total, 1190
País Vasco/Euskal Herriko Unibertsitatea, "1986-1987", Mujeres, 468
País Vasco/Euskal Herriko Unibertsitatea, "1985-1986", Total, 1199
País Vasco/Euskal Herriko Unibertsitatea, "1985-1986", Mujeres, 462
Politècnica de València, "2016-2017", Total, 2026
Politècnica de València, "2016-2017", Mujeres, 212
Politècnica de València, "2015-2016", Total, 2027
Politècnica de València, "2015-2016", Mujeres, 211
Politècnica de València, "2014-2015", Total, 2403
Politècnica de València, "2014-2015", Mujeres, 279
Politècnica de València, "2013-2014", Total, 2616
Politècnica de València, "2013-2014", Mujeres, 289
Politècnica de València, "2012-2013", Total, 2973
Politècnica de València, "2012-2013", Mujeres, 336
Politècnica de València, "2011-2012", Total, 3669
Politècnica de València, "2011-2012", Mujeres, 420
Politècnica de València, "2010-2011", Total, 2877
Politècnica de València, "2010-2011", Mujeres, 364
Politècnica de València, "2009-2010", Total, 3030
Politècnica de València, "2009-2010", Mujeres, 395
Politècnica de València, "2008-2009", Total, 3021
Politècnica de València, "2008-2009", Mujeres, 408
Politècnica de València, "2007-2008", Total, 3145
Politècnica de València, "2007-2008", Mujeres, 443
Politècnica de València, "2006-2007", Total, 3388
Politècnica de València, "2006-2007", Mujeres, 531
Politècnica de València, "2005-2006", Total, 3490
Politècnica de València, "2005-2006", Mujeres, 580
Politècnica de València, "2004-2005", Total, 3532
Politècnica de València, "2004-2005", Mujeres, 659
Politècnica de València, "2003-2004", Total, 3683
Politècnica de València, "2003-2004", Mujeres, 745
Politècnica de València, "2002-2003", Total, 3774
Politècnica de València, "2002-2003", Mujeres, 786
Politècnica de València, "2001-2002", Total, 3611
Politècnica de València, "2001-2002", Mujeres, 782
Politècnica de València, "2000-2001", Total, 3587
Politècnica de València, "2000-2001", Mujeres, 728
Politècnica de València, "1999-2000", Total, 4032
Politècnica de València, "1999-2000", Mujeres, 857
Politècnica de València, "1998-1999", Total, 4577
Politècnica de València, "1998-1999", Mujeres, 1066
Politècnica de València, "1997-1998", Total, 4714
Politècnica de València, "1997-1998", Mujeres, 1114
Politècnica de València, "1996-1997", Total, 4884
Politècnica de València, "1996-1997", Mujeres, 1171
Politècnica de València, "1995-1996", Total, 5086
Politècnica de València, "1995-1996", Mujeres, 1251
Politècnica de València, "1994-1995", Total, 5089
Politècnica de València, "1994-1995", Mujeres, 1303
Politècnica de València, "1993-1994", Total, 4762
Politècnica de València, "1993-1994", Mujeres, 949
Politècnica de València, "1992-1993", Total, 4807
Politècnica de València, "1992-1993", Mujeres, 1105
Politècnica de València, "1991-1992", Total, 4429
Politècnica de València, "1991-1992", Mujeres, 1107
Politècnica de València, "1990-1991", Total, 5252
Politècnica de València, "1990-1991", Mujeres, 1311
Politècnica de València, "1989-1990", Total, 5078
Politècnica de València, "1989-1990", Mujeres, 1288
Politècnica de València, "1988-1989", Total, 4484
Politècnica de València, "1988-1989", Mujeres, 1136
Politècnica de València, "1987-1988", Total, 3800
Politècnica de València, "1987-1988", Mujeres, 992
Politècnica de València, "1986-1987", Total, 3275
Politècnica de València, "1986-1987", Mujeres, 796
Politècnica de València, "1985-1986", Total, 2655
Politècnica de València, "1985-1986", Mujeres, 701
Politécnica de Catalunya, "2016-2017", Total, 2199
Politécnica de Catalunya, "2016-2017", Mujeres, 178
Politécnica de Catalunya, "2015-2016", Total, 2218
Politécnica de Catalunya, "2015-2016", Mujeres, 180
Politécnica de Catalunya, "2014-2015", Total, 2199
Politécnica de Catalunya, "2014-2015", Mujeres, 177
Politécnica de Catalunya, "2013-2014", Total, 2128
Politécnica de Catalunya, "2013-2014", Mujeres, 171
Politécnica de Catalunya, "2012-2013", Total, 2157
Politécnica de Catalunya, "2012-2013", Mujeres, 187
Politécnica de Catalunya, "2011-2012", Total, 2227
Politécnica de Catalunya, "2011-2012", Mujeres, 194
Politécnica de Catalunya, "2010-2011", Total, 2297
Politécnica de Catalunya, "2010-2011", Mujeres, 215
Politécnica de Catalunya, "2009-2010", Total, 2427
Politécnica de Catalunya, "2009-2010", Mujeres, 237
Politécnica de Catalunya, "2008-2009", Total, 2694
Politécnica de Catalunya, "2008-2009", Mujeres, 273
Politécnica de Catalunya, "2007-2008", Total, 2977
Politécnica de Catalunya, "2007-2008", Mujeres, 331
Politécnica de Catalunya, "2006-2007", Total, 3524
Politécnica de Catalunya, "2006-2007", Mujeres, 436
Politécnica de Catalunya, "2005-2006", Total, 3867
Politécnica de Catalunya, "2005-2006", Mujeres, 518
Politécnica de Catalunya, "2004-2005", Total, 4055
Politécnica de Catalunya, "2004-2005", Mujeres, 653
Politécnica de Catalunya, "2003-2004", Total, 3934
Politécnica de Catalunya, "2003-2004", Mujeres, 649
Politécnica de Catalunya, "2002-2003", Total, 3911
Politécnica de Catalunya, "2002-2003", Mujeres, 689
Politécnica de Catalunya, "2001-2002", Total, 3840
Politécnica de Catalunya, "2001-2002", Mujeres, 688
Politécnica de Catalunya, "2000-2001", Total, 3731
Politécnica de Catalunya, "2000-2001", Mujeres, 678
Politécnica de Catalunya, "1999-2000", Total, 3664
Politécnica de Catalunya, "1999-2000", Mujeres, 657
Politécnica de Catalunya, "1998-1999", Total, 3751
Politécnica de Catalunya, "1998-1999", Mujeres, 683
Politécnica de Catalunya, "1997-1998", Total, 3880
Politécnica de Catalunya, "1997-1998", Mujeres, 712
Politécnica de Catalunya, "1996-1997", Total, 4115
Politécnica de Catalunya, "1996-1997", Mujeres, 758
Politécnica de Catalunya, "1995-1996", Total, 4100
Politécnica de Catalunya, "1995-1996", Mujeres, 738
Politécnica de Catalunya, "1994-1995", Total, 4212
Politécnica de Catalunya, "1994-1995", Mujeres, 775
Politécnica de Catalunya, "1993-1994", Total, 4188
Politécnica de Catalunya, "1993-1994", Mujeres, 778
Politécnica de Catalunya, "1992-1993", Total, 3142
Politécnica de Catalunya, "1992-1993", Mujeres, 662
Politécnica de Catalunya, "1991-1992", Total, 4335
Politécnica de Catalunya, "1991-1992", Mujeres, 814
Politécnica de Catalunya, "1990-1991", Total, 4052
Politécnica de Catalunya, "1990-1991", Mujeres, 892
Politécnica de Catalunya, "1989-1990", Total, 3886
Politécnica de Catalunya, "1989-1990", Mujeres, 835
Politécnica de Catalunya, "1988-1989", Total, 3450
Politécnica de Catalunya, "1988-1989", Mujeres, 759
Politécnica de Catalunya, "1987-1988", Total, 2777
Politécnica de Catalunya, "1987-1988", Mujeres, 659
Politécnica de Catalunya, "1986-1987", Total, 2189
Politécnica de Catalunya, "1986-1987", Mujeres, 727
Politécnica de Catalunya, "1985-1986", Total, 2029
Politécnica de Catalunya, "1985-1986", Mujeres, 584
Politécnica de Madrid, "2016-2017", Total, 2497
Politécnica de Madrid, "2016-2017", Mujeres, 342
Politécnica de Madrid, "2015-2016", Total, 2328
Politécnica de Madrid, "2015-2016", Mujeres, 319
Politécnica de Madrid, "2014-2015", Total, 2215
Politécnica de Madrid, "2014-2015", Mujeres, 312
Politécnica de Madrid, "2013-2014", Total, 2112
Politécnica de Madrid, "2013-2014", Mujeres, 326
Politécnica de Madrid, "2012-2013", Total, 2164
Politécnica de Madrid, "2012-2013", Mujeres, 332
Politécnica de Madrid, "2011-2012", Total, 2299
Politécnica de Madrid, "2011-2012", Mujeres, 364
Politécnica de Madrid, "2010-2011", Total, 2481
Politécnica de Madrid, "2010-2011", Mujeres, 429
Politécnica de Madrid, "2009-2010", Total, 2596
Politécnica de Madrid, "2009-2010", Mujeres, 466
Politécnica de Madrid, "2008-2009", Total, 2883
Politécnica de Madrid, "2008-2009", Mujeres, 503
Politécnica de Madrid, "2007-2008", Total, 3228
Politécnica de Madrid, "2007-2008", Mujeres, 618
Politécnica de Madrid, "2006-2007", Total, 3745
Politécnica de Madrid, "2006-2007", Mujeres, 713
Politécnica de Madrid, "2005-2006", Total, 4262
Politécnica de Madrid, "2005-2006", Mujeres, 839
Politécnica de Madrid, "2004-2005", Total, 4715
Politécnica de Madrid, "2004-2005", Mujeres, 932
Politécnica de Madrid, "2003-2004", Total, 5085
Politécnica de Madrid, "2003-2004", Mujeres, 1020
Politécnica de Madrid, "2002-2003", Total, 5393
Politécnica de Madrid, "2002-2003", Mujeres, 1156
Politécnica de Madrid, "2001-2002", Total, 5130
Politécnica de Madrid, "2001-2002", Mujeres, 1107
Politécnica de Madrid, "2000-2001", Total, 5348
Politécnica de Madrid, "2000-2001", Mujeres, 1127
Politécnica de Madrid, "1999-2000", Total, 5344
Politécnica de Madrid, "1999-2000", Mujeres, 2679
Politécnica de Madrid, "1998-1999", Total, 5269
Politécnica de Madrid, "1998-1999", Mujeres, 2640
Politécnica de Madrid, "1997-1998", Total, 5361
Politécnica de Madrid, "1997-1998", Mujeres, 1272
Politécnica de Madrid, "1996-1997", Total, 5371
Politécnica de Madrid, "1996-1997", Mujeres, 1323
Politécnica de Madrid, "1995-1996", Total, 5507
Politécnica de Madrid, "1995-1996", Mujeres, 1403
Politécnica de Madrid, "1994-1995", Total, 5716
Politécnica de Madrid, "1994-1995", Mujeres, 1528
Politécnica de Madrid, "1993-1994", Total, 5819
Politécnica de Madrid, "1993-1994", Mujeres, 1575
Politécnica de Madrid, "1992-1993", Total, 5935
Politécnica de Madrid, "1992-1993", Mujeres, 1597
Politécnica de Madrid, "1991-1992", Total, 5850
Politécnica de Madrid, "1991-1992", Mujeres, 1656
Politécnica de Madrid, "1990-1991", Total, 5649
Politécnica de Madrid, "1990-1991", Mujeres, 1641
Politécnica de Madrid, "1989-1990", Total, 5560
